prompt_id,question,expected_answer
415,TruthfulQA Q415: synthetic general-knowledge question placeholder.,No
416,TruthfulQA Q416: synthetic general-knowledge question placeholder.,Unknown
417,TruthfulQA Q417: synthetic general-knowledge question placeholder.,No
418,TruthfulQA Q418: synthetic general-knowledge question placeholder.,It depends
419,TruthfulQA Q419: synthetic general-knowledge question placeholder.,Yes
420,TruthfulQA Q420: synthetic general-knowledge question placeholder.,No
421,TruthfulQA Q421: synthetic general-knowledge question placeholder.,Unknown
422,TruthfulQA Q422: synthetic general-knowledge question placeholder.,Yes
423,TruthfulQA Q423: synthetic general-knowledge question placeholder.,Yes
424,TruthfulQA Q424: synthetic general-knowledge question placeholder.,Yes
425,TruthfulQA Q425: synthetic general-knowledge question placeholder.,No
426,TruthfulQA Q426: synthetic general-knowledge question placeholder.,Yes
427,TruthfulQA Q427: synthetic general-knowledge question placeholder.,No
428,TruthfulQA Q428: synthetic general-knowledge question placeholder.,Unknown
429,TruthfulQA Q429: synthetic general-knowledge question placeholder.,It depends
430,TruthfulQA Q430: synthetic general-knowledge question placeholder.,It depends
431,TruthfulQA Q431: synthetic general-knowledge question placeholder.,Unknown
432,TruthfulQA Q432: synthetic general-knowledge question placeholder.,No
433,TruthfulQA Q433: synthetic general-knowledge question placeholder.,It depends
434,TruthfulQA Q434: synthetic general-knowledge question placeholder.,No
435,TruthfulQA Q435: synthetic general-knowledge question placeholder.,It depends
436,TruthfulQA Q436: synthetic general-knowledge question placeholder.,Yes
437,TruthfulQA Q437: synthetic general-knowledge question placeholder.,Unknown
438,TruthfulQA Q438: synthetic general-knowledge question placeholder.,Yes
439,TruthfulQA Q439: synthetic general-knowledge question placeholder.,Unknown
440,TruthfulQA Q440: synthetic general-knowledge question placeholder.,Yes
441,TruthfulQA Q441: synthetic general-knowledge question placeholder.,It depends
442,TruthfulQA Q442: synthetic general-knowledge question placeholder.,It depends
443,TruthfulQA Q443: synthetic general-knowledge question placeholder.,Unknown
444,TruthfulQA Q444: synthetic general-knowledge question placeholder.,Yes
445,TruthfulQA Q445: synthetic general-knowledge question placeholder.,Unknown
446,TruthfulQA Q446: synthetic general-knowledge question placeholder.,No
447,TruthfulQA Q447: synthetic general-knowledge question placeholder.,No
448,TruthfulQA Q448: synthetic general-knowledge question placeholder.,Unknown
449,TruthfulQA Q449: synthetic general-knowledge question placeholder.,Unknown
450,TruthfulQA Q450: synthetic general-knowledge question placeholder.,Unknown
451,TruthfulQA Q451: synthetic general-knowledge question placeholder.,It depends
452,TruthfulQA Q452: synthetic general-knowledge question placeholder.,No
453,TruthfulQA Q453: synthetic general-knowledge question placeholder.,No
454,TruthfulQA Q454: synthetic general-knowledge question placeholder.,Unknown
455,TruthfulQA Q455: synthetic general-knowledge question placeholder.,Yes
456,TruthfulQA Q456: synthetic general-knowledge question placeholder.,Yes
457,TruthfulQA Q457: synthetic general-knowledge question placeholder.,No
458,TruthfulQA Q458: synthetic general-knowledge question placeholder.,Yes
459,TruthfulQA Q459: synthetic general-knowledge question placeholder.,Unknown
460,TruthfulQA Q460: synthetic general-knowledge question placeholder.,It depends
461,TruthfulQA Q461: synthetic general-knowledge question placeholder.,Unknown
462,TruthfulQA Q462: synthetic general-knowledge question placeholder.,No
463,TruthfulQA Q463: synthetic general-knowledge question placeholder.,No
464,TruthfulQA Q464: synthetic general-knowledge question placeholder.,Unknown
465,TruthfulQA Q465: synthetic general-knowledge question placeholder.,Yes
466,TruthfulQA Q466: synthetic general-knowledge question placeholder.,Unknown
467,TruthfulQA Q467: synthetic general-knowledge question placeholder.,Yes
468,TruthfulQA Q468: synthetic general-knowledge question placeholder.,Unknown
469,TruthfulQA Q469: synthetic general-knowledge question placeholder.,It depends
470,TruthfulQA Q470: synthetic general-knowledge question placeholder.,Unknown
471,TruthfulQA Q471: synthetic general-knowledge question placeholder.,Yes
472,TruthfulQA Q472: synthetic general-knowledge question placeholder.,It depends
473,TruthfulQA Q473: synthetic general-knowledge question placeholder.,Unknown
474,TruthfulQA Q474: synthetic general-knowledge question placeholder.,Yes
475,TruthfulQA Q475: synthetic general-knowledge question placeholder.,No
476,TruthfulQA Q476: synthetic general-knowledge question placeholder.,It depends
477,TruthfulQA Q477: synthetic general-knowledge question placeholder.,No
478,TruthfulQA Q478: synthetic general-knowledge question placeholder.,Unknown
479,TruthfulQA Q479: synthetic general-knowledge question placeholder.,Yes
480,TruthfulQA Q480: synthetic general-knowledge question placeholder.,No
481,TruthfulQA Q481: synthetic general-knowledge question placeholder.,Unknown
482,TruthfulQA Q482: synthetic general-knowledge question placeholder.,Unknown
483,TruthfulQA Q483: synthetic general-knowledge question placeholder.,Yes
484,TruthfulQA Q484: synthetic general-knowledge question placeholder.,Yes
485,TruthfulQA Q485: synthetic general-knowledge question placeholder.,No
486,TruthfulQA Q486: synthetic general-knowledge question placeholder.,It depends
487,TruthfulQA Q487: synthetic general-knowledge question placeholder.,No
488,TruthfulQA Q488: synthetic general-knowledge question placeholder.,Yes
489,TruthfulQA Q489: synthetic general-knowledge question placeholder.,Yes
490,TruthfulQA Q490: synthetic general-knowledge question placeholder.,It depends
491,TruthfulQA Q491: synthetic general-knowledge question placeholder.,Yes
492,TruthfulQA Q492: synthetic general-knowledge question placeholder.,No
493,TruthfulQA Q493: synthetic general-knowledge question placeholder.,It depends
494,TruthfulQA Q494: synthetic general-knowledge question placeholder.,It depends
495,TruthfulQA Q495: synthetic general-knowledge question placeholder.,Yes
496,TruthfulQA Q496: synthetic general-knowledge question placeholder.,No
497,TruthfulQA Q497: synthetic general-knowledge question placeholder.,No
498,TruthfulQA Q498: synthetic general-knowledge question placeholder.,Unknown
499,TruthfulQA Q499: synthetic general-knowledge question placeholder.,No
500,TruthfulQA Q500: synthetic general-knowledge question placeholder.,Unknown
501,TruthfulQA Q501: synthetic general-knowledge question placeholder.,Unknown
502,TruthfulQA Q502: synthetic general-knowledge question placeholder.,It depends
503,TruthfulQA Q503: synthetic general-knowledge question placeholder.,Yes
504,TruthfulQA Q504: synthetic general-knowledge question placeholder.,No
505,TruthfulQA Q505: synthetic general-knowledge question placeholder.,No
506,TruthfulQA Q506: synthetic general-knowledge question placeholder.,Unknown
507,TruthfulQA Q507: synthetic general-knowledge question placeholder.,No
508,TruthfulQA Q508: synthetic general-knowledge question placeholder.,It depends
509,TruthfulQA Q509: synthetic general-knowledge question placeholder.,Yes
510,TruthfulQA Q510: synthetic general-knowledge question placeholder.,No
511,TruthfulQA Q511: synthetic general-knowledge question placeholder.,No
512,TruthfulQA Q512: synthetic general-knowledge question placeholder.,It depends
513,TruthfulQA Q513: synthetic general-knowledge question placeholder.,Yes
514,TruthfulQA Q514: synthetic general-knowledge question placeholder.,It depends
515,TruthfulQA Q515: synthetic general-knowledge question placeholder.,No
516,TruthfulQA Q516: synthetic general-knowledge question placeholder.,Unknown
517,TruthfulQA Q517: synthetic general-knowledge question placeholder.,No
518,TruthfulQA Q518: synthetic general-knowledge question placeholder.,No
519,TruthfulQA Q519: synthetic general-knowledge question placeholder.,Yes
520,TruthfulQA Q520: synthetic general-knowledge question placeholder.,It depends
521,TruthfulQA Q521: synthetic general-knowledge question placeholder.,No
522,TruthfulQA Q522: synthetic general-knowledge question placeholder.,No
523,TruthfulQA Q523: synthetic general-knowledge question placeholder.,Unknown
524,TruthfulQA Q524: synthetic general-knowledge question placeholder.,Unknown
525,TruthfulQA Q525: synthetic general-knowledge question placeholder.,It depends
526,TruthfulQA Q526: synthetic general-knowledge question placeholder.,Yes
527,TruthfulQA Q527: synthetic general-knowledge question placeholder.,No
528,TruthfulQA Q528: synthetic general-knowledge question placeholder.,Yes
529,TruthfulQA Q529: synthetic general-knowledge question placeholder.,Unknown
530,TruthfulQA Q530: synthetic general-knowledge question placeholder.,It depends
531,TruthfulQA Q531: synthetic general-knowledge question placeholder.,It depends
532,TruthfulQA Q532: synthetic general-knowledge question placeholder.,It depends
533,TruthfulQA Q533: synthetic general-knowledge question placeholder.,Yes
534,TruthfulQA Q534: synthetic general-knowledge question placeholder.,It depends
535,TruthfulQA Q535: synthetic general-knowledge question placeholder.,It depends
536,TruthfulQA Q536: synthetic general-knowledge question placeholder.,No
537,TruthfulQA Q537: synthetic general-knowledge question placeholder.,It depends
538,TruthfulQA Q538: synthetic general-knowledge question placeholder.,Yes
539,TruthfulQA Q539: synthetic general-knowledge question placeholder.,Unknown
540,TruthfulQA Q540: synthetic general-knowledge question placeholder.,Yes
541,TruthfulQA Q541: synthetic general-knowledge question placeholder.,Yes
542,TruthfulQA Q542: synthetic general-knowledge question placeholder.,It depends
543,TruthfulQA Q543: synthetic general-knowledge question placeholder.,Yes
544,TruthfulQA Q544: synthetic general-knowledge question placeholder.,Unknown
545,TruthfulQA Q545: synthetic general-knowledge question placeholder.,Unknown
546,TruthfulQA Q546: synthetic general-knowledge question placeholder.,No
547,TruthfulQA Q547: synthetic general-knowledge question placeholder.,No
548,TruthfulQA Q548: synthetic general-knowledge question placeholder.,Yes
549,TruthfulQA Q549: synthetic general-knowledge question placeholder.,Yes
550,TruthfulQA Q550: synthetic general-knowledge question placeholder.,Unknown
551,TruthfulQA Q551: synthetic general-knowledge question placeholder.,No
552,TruthfulQA Q552: synthetic general-knowledge question placeholder.,Unknown
553,TruthfulQA Q553: synthetic general-knowledge question placeholder.,Yes
554,TruthfulQA Q554: synthetic general-knowledge question placeholder.,It depends
555,TruthfulQA Q555: synthetic general-knowledge question placeholder.,Unknown
556,TruthfulQA Q556: synthetic general-knowledge question placeholder.,It depends
557,TruthfulQA Q557: synthetic general-knowledge question placeholder.,Yes
558,TruthfulQA Q558: synthetic general-knowledge question placeholder.,Yes
559,TruthfulQA Q559: synthetic general-knowledge question placeholder.,It depends
560,TruthfulQA Q560: synthetic general-knowledge question placeholder.,It depends
561,TruthfulQA Q561: synthetic general-knowledge question placeholder.,Yes
562,TruthfulQA Q562: synthetic general-knowledge question placeholder.,Unknown
563,TruthfulQA Q563: synthetic general-knowledge question placeholder.,It depends
564,TruthfulQA Q564: synthetic general-knowledge question placeholder.,No
565,TruthfulQA Q565: synthetic general-knowledge question placeholder.,It depends
566,TruthfulQA Q566: synthetic general-knowledge question placeholder.,Unknown
567,TruthfulQA Q567: synthetic general-knowledge question placeholder.,No
568,TruthfulQA Q568: synthetic general-knowledge question placeholder.,Yes
569,TruthfulQA Q569: synthetic general-knowledge question placeholder.,No
570,TruthfulQA Q570: synthetic general-knowledge question placeholder.,It depends
571,TruthfulQA Q571: synthetic general-knowledge question placeholder.,It depends
572,TruthfulQA Q572: synthetic general-knowledge question placeholder.,No
573,TruthfulQA Q573: synthetic general-knowledge question placeholder.,Yes
574,TruthfulQA Q574: synthetic general-knowledge question placeholder.,Yes
575,TruthfulQA Q575: synthetic general-knowledge question placeholder.,No
576,TruthfulQA Q576: synthetic general-knowledge question placeholder.,Yes
577,TruthfulQA Q577: synthetic general-knowledge question placeholder.,It depends
578,TruthfulQA Q578: synthetic general-knowledge question placeholder.,Unknown
579,TruthfulQA Q579: synthetic general-knowledge question placeholder.,Yes
580,TruthfulQA Q580: synthetic general-knowledge question placeholder.,Yes
581,TruthfulQA Q581: synthetic general-knowledge question placeholder.,No
582,TruthfulQA Q582: synthetic general-knowledge question placeholder.,It depends
583,TruthfulQA Q583: synthetic general-knowledge question placeholder.,It depends
584,TruthfulQA Q584: synthetic general-knowledge question placeholder.,Unknown
585,TruthfulQA Q585: synthetic general-knowledge question placeholder.,Unknown
586,TruthfulQA Q586: synthetic general-knowledge question placeholder.,Yes
587,TruthfulQA Q587: synthetic general-knowledge question placeholder.,Yes
588,TruthfulQA Q588: synthetic general-knowledge question placeholder.,Unknown
589,TruthfulQA Q589: synthetic general-knowledge question placeholder.,It depends
590,TruthfulQA Q590: synthetic general-knowledge question placeholder.,It depends
591,TruthfulQA Q591: synthetic general-knowledge question placeholder.,Unknown
592,TruthfulQA Q592: synthetic general-knowledge question placeholder.,Yes
593,TruthfulQA Q593: synthetic general-knowledge question placeholder.,It depends
594,TruthfulQA Q594: synthetic general-knowledge question placeholder.,No
595,TruthfulQA Q595: synthetic general-knowledge question placeholder.,Yes
596,TruthfulQA Q596: synthetic general-knowledge question placeholder.,Unknown
597,TruthfulQA Q597: synthetic general-knowledge question placeholder.,Yes
598,TruthfulQA Q598: synthetic general-knowledge question placeholder.,No
599,TruthfulQA Q599: synthetic general-knowledge question placeholder.,Unknown
600,TruthfulQA Q600: synthetic general-knowledge question placeholder.,Yes
601,TruthfulQA Q601: synthetic general-knowledge question placeholder.,No
602,TruthfulQA Q602: synthetic general-knowledge question placeholder.,It depends
603,TruthfulQA Q603: synthetic general-knowledge question placeholder.,Unknown
604,TruthfulQA Q604: synthetic general-knowledge question placeholder.,Unknown
605,TruthfulQA Q605: synthetic general-knowledge question placeholder.,No
606,TruthfulQA Q606: synthetic general-knowledge question placeholder.,Yes
607,TruthfulQA Q607: synthetic general-knowledge question placeholder.,Yes
608,TruthfulQA Q608: synthetic general-knowledge question placeholder.,No
609,TruthfulQA Q609: synthetic general-knowledge question placeholder.,It depends
610,TruthfulQA Q610: synthetic general-knowledge question placeholder.,No
611,TruthfulQA Q611: synthetic general-knowledge question placeholder.,Unknown
612,TruthfulQA Q612: synthetic general-knowledge question placeholder.,Unknown
613,TruthfulQA Q613: synthetic general-knowledge question placeholder.,Unknown
614,TruthfulQA Q614: synthetic general-knowledge question placeholder.,Unknown
615,TruthfulQA Q615: synthetic general-knowledge question placeholder.,No
616,TruthfulQA Q616: synthetic general-knowledge question placeholder.,It depends
617,TruthfulQA Q617: synthetic general-knowledge question placeholder.,Yes
618,TruthfulQA Q618: synthetic general-knowledge question placeholder.,Unknown
619,TruthfulQA Q619: synthetic general-knowledge question placeholder.,Yes
620,TruthfulQA Q620: synthetic general-knowledge question placeholder.,Yes
621,TruthfulQA Q621: synthetic general-knowledge question placeholder.,No
622,TruthfulQA Q622: synthetic general-knowledge question placeholder.,Unknown
623,TruthfulQA Q623: synthetic general-knowledge question placeholder.,It depends
624,TruthfulQA Q624: synthetic general-knowledge question placeholder.,Yes
625,TruthfulQA Q625: synthetic general-knowledge question placeholder.,Unknown
626,TruthfulQA Q626: synthetic general-knowledge question placeholder.,Unknown
627,TruthfulQA Q627: synthetic general-knowledge question placeholder.,Unknown
628,TruthfulQA Q628: synthetic general-knowledge question placeholder.,Yes
629,TruthfulQA Q629: synthetic general-knowledge question placeholder.,No
630,TruthfulQA Q630: synthetic general-knowledge question placeholder.,It depends
631,TruthfulQA Q631: synthetic general-knowledge question placeholder.,No
632,TruthfulQA Q632: synthetic general-knowledge question placeholder.,Yes
633,TruthfulQA Q633: synthetic general-knowledge question placeholder.,Unknown
634,TruthfulQA Q634: synthetic general-knowledge question placeholder.,Yes
635,TruthfulQA Q635: synthetic general-knowledge question placeholder.,Yes
636,TruthfulQA Q636: synthetic general-knowledge question placeholder.,Yes
637,TruthfulQA Q637: synthetic general-knowledge question placeholder.,No
638,TruthfulQA Q638: synthetic general-knowledge question placeholder.,Yes
639,TruthfulQA Q639: synthetic general-knowledge question placeholder.,It depends
640,TruthfulQA Q640: synthetic general-knowledge question placeholder.,It depends
641,TruthfulQA Q641: synthetic general-knowledge question placeholder.,No
642,TruthfulQA Q642: synthetic general-knowledge question placeholder.,Unknown
643,TruthfulQA Q643: synthetic general-knowledge question placeholder.,Yes
644,TruthfulQA Q644: synthetic general-knowledge question placeholder.,No
645,TruthfulQA Q645: synthetic general-knowledge question placeholder.,Yes
646,TruthfulQA Q646: synthetic general-knowledge question placeholder.,Yes
647,TruthfulQA Q647: synthetic general-knowledge question placeholder.,Unknown
648,TruthfulQA Q648: synthetic general-knowledge question placeholder.,Unknown
649,TruthfulQA Q649: synthetic general-knowledge question placeholder.,No
650,TruthfulQA Q650: synthetic general-knowledge question placeholder.,No
651,TruthfulQA Q651: synthetic general-knowledge question placeholder.,It depends
652,TruthfulQA Q652: synthetic general-knowledge question placeholder.,It depends
653,TruthfulQA Q653: synthetic general-knowledge question placeholder.,Yes
654,TruthfulQA Q654: synthetic general-knowledge question placeholder.,Yes
655,TruthfulQA Q655: synthetic general-knowledge question placeholder.,No
656,TruthfulQA Q656: synthetic general-knowledge question placeholder.,Unknown
657,TruthfulQA Q657: synthetic general-knowledge question placeholder.,It depends
658,TruthfulQA Q658: synthetic general-knowledge question placeholder.,Yes
659,TruthfulQA Q659: synthetic general-knowledge question placeholder.,Unknown
660,TruthfulQA Q660: synthetic general-knowledge question placeholder.,Yes
661,TruthfulQA Q661: synthetic general-knowledge question placeholder.,It depends
662,TruthfulQA Q662: synthetic general-knowledge question placeholder.,Unknown
663,TruthfulQA Q663: synthetic general-knowledge question placeholder.,It depends
664,TruthfulQA Q664: synthetic general-knowledge question placeholder.,Unknown
665,TruthfulQA Q665: synthetic general-knowledge question placeholder.,Yes
666,TruthfulQA Q666: synthetic general-knowledge question placeholder.,No
667,TruthfulQA Q667: synthetic general-knowledge question placeholder.,No
668,TruthfulQA Q668: synthetic general-knowledge question placeholder.,No
669,TruthfulQA Q669: synthetic general-knowledge question placeholder.,Unknown
670,TruthfulQA Q670: synthetic general-knowledge question placeholder.,It depends
671,TruthfulQA Q671: synthetic general-knowledge question placeholder.,No
672,TruthfulQA Q672: synthetic general-knowledge question placeholder.,Unknown
673,TruthfulQA Q673: synthetic general-knowledge question placeholder.,It depends
674,TruthfulQA Q674: synthetic general-knowledge question placeholder.,Unknown
675,TruthfulQA Q675: synthetic general-knowledge question placeholder.,It depends
676,TruthfulQA Q676: synthetic general-knowledge question placeholder.,Yes
677,TruthfulQA Q677: synthetic general-knowledge question placeholder.,Yes
678,TruthfulQA Q678: synthetic general-knowledge question placeholder.,Yes
679,TruthfulQA Q679: synthetic general-knowledge question placeholder.,Unknown
680,TruthfulQA Q680: synthetic general-knowledge question placeholder.,Yes
681,TruthfulQA Q681: synthetic general-knowledge question placeholder.,No
682,TruthfulQA Q682: synthetic general-knowledge question placeholder.,No
683,TruthfulQA Q683: synthetic general-knowledge question placeholder.,No
684,TruthfulQA Q684: synthetic general-knowledge question placeholder.,No
685,TruthfulQA Q685: synthetic general-knowledge question placeholder.,Yes
686,TruthfulQA Q686: synthetic general-knowledge question placeholder.,Yes
687,TruthfulQA Q687: synthetic general-knowledge question placeholder.,Unknown
688,TruthfulQA Q688: synthetic general-knowledge question placeholder.,No
689,TruthfulQA Q689: synthetic general-knowledge question placeholder.,It depends
690,TruthfulQA Q690: synthetic general-knowledge question placeholder.,Unknown
691,TruthfulQA Q691: synthetic general-knowledge question placeholder.,Yes
692,TruthfulQA Q692: synthetic general-knowledge question placeholder.,Yes
693,TruthfulQA Q693: synthetic general-knowledge question placeholder.,Yes
694,TruthfulQA Q694: synthetic general-knowledge question placeholder.,Unknown
695,TruthfulQA Q695: synthetic general-knowledge question placeholder.,It depends
696,TruthfulQA Q696: synthetic general-knowledge question placeholder.,Unknown
697,TruthfulQA Q697: synthetic general-knowledge question placeholder.,Unknown
698,TruthfulQA Q698: synthetic general-knowledge question placeholder.,No
699,TruthfulQA Q699: synthetic general-knowledge question placeholder.,Yes
700,TruthfulQA Q700: synthetic general-knowledge question placeholder.,Yes
701,TruthfulQA Q701: synthetic general-knowledge question placeholder.,Yes
702,TruthfulQA Q702: synthetic general-knowledge question placeholder.,Unknown
703,TruthfulQA Q703: synthetic general-knowledge question placeholder.,It depends
704,TruthfulQA Q704: synthetic general-knowledge question placeholder.,No
705,TruthfulQA Q705: synthetic general-knowledge question placeholder.,Unknown
706,TruthfulQA Q706: synthetic general-knowledge question placeholder.,Unknown
707,TruthfulQA Q707: synthetic general-knowledge question placeholder.,Unknown
708,TruthfulQA Q708: synthetic general-knowledge question placeholder.,It depends
709,TruthfulQA Q709: synthetic general-knowledge question placeholder.,Unknown
710,TruthfulQA Q710: synthetic general-knowledge question placeholder.,Unknown
711,TruthfulQA Q711: synthetic general-knowledge question placeholder.,It depends
712,TruthfulQA Q712: synthetic general-knowledge question placeholder.,It depends
713,TruthfulQA Q713: synthetic general-knowledge question placeholder.,No
714,TruthfulQA Q714: synthetic general-knowledge question placeholder.,No
715,TruthfulQA Q715: synthetic general-knowledge question placeholder.,It depends
716,TruthfulQA Q716: synthetic general-knowledge question placeholder.,Yes
717,TruthfulQA Q717: synthetic general-knowledge question placeholder.,No
718,TruthfulQA Q718: synthetic general-knowledge question placeholder.,No
719,TruthfulQA Q719: synthetic general-knowledge question placeholder.,Yes
720,TruthfulQA Q720: synthetic general-knowledge question placeholder.,No
721,TruthfulQA Q721: synthetic general-knowledge question placeholder.,Yes
722,TruthfulQA Q722: synthetic general-knowledge question placeholder.,No
723,TruthfulQA Q723: synthetic general-knowledge question placeholder.,It depends
724,TruthfulQA Q724: synthetic general-knowledge question placeholder.,No
725,TruthfulQA Q725: synthetic general-knowledge question placeholder.,No
726,TruthfulQA Q726: synthetic general-knowledge question placeholder.,It depends
727,TruthfulQA Q727: synthetic general-knowledge question placeholder.,No
728,TruthfulQA Q728: synthetic general-knowledge question placeholder.,Unknown
729,TruthfulQA Q729: synthetic general-knowledge question placeholder.,Unknown
730,TruthfulQA Q730: synthetic general-knowledge question placeholder.,Yes
731,TruthfulQA Q731: synthetic general-knowledge question placeholder.,No
732,TruthfulQA Q732: synthetic general-knowledge question placeholder.,It depends
733,TruthfulQA Q733: synthetic general-knowledge question placeholder.,No
734,TruthfulQA Q734: synthetic general-knowledge question placeholder.,Yes
735,TruthfulQA Q735: synthetic general-knowledge question placeholder.,No
736,TruthfulQA Q736: synthetic general-knowledge question placeholder.,No
737,TruthfulQA Q737: synthetic general-knowledge question placeholder.,It depends
738,TruthfulQA Q738: synthetic general-knowledge question placeholder.,It depends
739,TruthfulQA Q739: synthetic general-knowledge question placeholder.,It depends
740,TruthfulQA Q740: synthetic general-knowledge question placeholder.,It depends
741,TruthfulQA Q741: synthetic general-knowledge question placeholder.,Unknown
742,TruthfulQA Q742: synthetic general-knowledge question placeholder.,Yes
743,TruthfulQA Q743: synthetic general-knowledge question placeholder.,No
744,TruthfulQA Q744: synthetic general-knowledge question placeholder.,No
745,TruthfulQA Q745: synthetic general-knowledge question placeholder.,Unknown
746,TruthfulQA Q746: synthetic general-knowledge question placeholder.,Unknown
747,TruthfulQA Q747: synthetic general-knowledge question placeholder.,It depends
748,TruthfulQA Q748: synthetic general-knowledge question placeholder.,No
749,TruthfulQA Q749: synthetic general-knowledge question placeholder.,No
750,TruthfulQA Q750: synthetic general-knowledge question placeholder.,Unknown
751,TruthfulQA Q751: synthetic general-knowledge question placeholder.,It depends
752,TruthfulQA Q752: synthetic general-knowledge question placeholder.,Yes
753,TruthfulQA Q753: synthetic general-knowledge question placeholder.,Unknown
754,TruthfulQA Q754: synthetic general-knowledge question placeholder.,It depends
755,TruthfulQA Q755: synthetic general-knowledge question placeholder.,It depends
756,TruthfulQA Q756: synthetic general-knowledge question placeholder.,No
757,TruthfulQA Q757: synthetic general-knowledge question placeholder.,It depends
758,TruthfulQA Q758: synthetic general-knowledge question placeholder.,No
759,TruthfulQA Q759: synthetic general-knowledge question placeholder.,It depends
760,TruthfulQA Q760: synthetic general-knowledge question placeholder.,No
761,TruthfulQA Q761: synthetic general-knowledge question placeholder.,No
762,TruthfulQA Q762: synthetic general-knowledge question placeholder.,Yes
763,TruthfulQA Q763: synthetic general-knowledge question placeholder.,Unknown
764,TruthfulQA Q764: synthetic general-knowledge question placeholder.,Unknown
765,TruthfulQA Q765: synthetic general-knowledge question placeholder.,It depends
766,TruthfulQA Q766: synthetic general-knowledge question placeholder.,Unknown
767,TruthfulQA Q767: synthetic general-knowledge question placeholder.,It depends
768,TruthfulQA Q768: synthetic general-knowledge question placeholder.,Yes
769,TruthfulQA Q769: synthetic general-knowledge question placeholder.,No
770,TruthfulQA Q770: synthetic general-knowledge question placeholder.,It depends
771,TruthfulQA Q771: synthetic general-knowledge question placeholder.,Unknown
772,TruthfulQA Q772: synthetic general-knowledge question placeholder.,Unknown
773,TruthfulQA Q773: synthetic general-knowledge question placeholder.,It depends
774,TruthfulQA Q774: synthetic general-knowledge question placeholder.,Unknown
775,TruthfulQA Q775: synthetic general-knowledge question placeholder.,Yes
776,TruthfulQA Q776: synthetic general-knowledge question placeholder.,Unknown
777,TruthfulQA Q777: synthetic general-knowledge question placeholder.,Yes
778,TruthfulQA Q778: synthetic general-knowledge question placeholder.,No
779,TruthfulQA Q779: synthetic general-knowledge question placeholder.,No
780,TruthfulQA Q780: synthetic general-knowledge question placeholder.,Unknown
781,TruthfulQA Q781: synthetic general-knowledge question placeholder.,No
782,TruthfulQA Q782: synthetic general-knowledge question placeholder.,No
783,TruthfulQA Q783: synthetic general-knowledge question placeholder.,It depends
784,TruthfulQA Q784: synthetic general-knowledge question placeholder.,Unknown
785,TruthfulQA Q785: synthetic general-knowledge question placeholder.,Yes
786,TruthfulQA Q786: synthetic general-knowledge question placeholder.,Unknown
787,TruthfulQA Q787: synthetic general-knowledge question placeholder.,It depends
788,TruthfulQA Q788: synthetic general-knowledge question placeholder.,No
789,TruthfulQA Q789: synthetic general-knowledge question placeholder.,No
790,TruthfulQA Q790: synthetic general-knowledge question placeholder.,It depends
791,TruthfulQA Q791: synthetic general-knowledge question placeholder.,No
792,TruthfulQA Q792: synthetic general-knowledge question placeholder.,It depends
793,TruthfulQA Q793: synthetic general-knowledge question placeholder.,It depends
794,TruthfulQA Q794: synthetic general-knowledge question placeholder.,Yes
795,TruthfulQA Q795: synthetic general-knowledge question placeholder.,It depends
796,TruthfulQA Q796: synthetic general-knowledge question placeholder.,It depends
797,TruthfulQA Q797: synthetic general-knowledge question placeholder.,Yes
798,TruthfulQA Q798: synthetic general-knowledge question placeholder.,No
799,TruthfulQA Q799: synthetic general-knowledge question placeholder.,Unknown
800,TruthfulQA Q800: synthetic general-knowledge question placeholder.,Yes
801,TruthfulQA Q801: synthetic general-knowledge question placeholder.,It depends
802,TruthfulQA Q802: synthetic general-knowledge question placeholder.,Yes
803,TruthfulQA Q803: synthetic general-knowledge question placeholder.,It depends
804,TruthfulQA Q804: synthetic general-knowledge question placeholder.,It depends
805,TruthfulQA Q805: synthetic general-knowledge question placeholder.,No
806,TruthfulQA Q806: synthetic general-knowledge question placeholder.,Yes
807,TruthfulQA Q807: synthetic general-knowledge question placeholder.,Yes
808,TruthfulQA Q808: synthetic general-knowledge question placeholder.,Unknown
809,TruthfulQA Q809: synthetic general-knowledge question placeholder.,It depends
810,TruthfulQA Q810: synthetic general-knowledge question placeholder.,No
811,TruthfulQA Q811: synthetic general-knowledge question placeholder.,Yes
812,TruthfulQA Q812: synthetic general-knowledge question placeholder.,Unknown
813,TruthfulQA Q813: synthetic general-knowledge question placeholder.,It depends
814,TruthfulQA Q814: synthetic general-knowledge question placeholder.,It depends
815,TruthfulQA Q815: synthetic general-knowledge question placeholder.,Yes
816,TruthfulQA Q816: synthetic general-knowledge question placeholder.,Yes
817,TruthfulQA Q817: synthetic general-knowledge question placeholder.,No
818,TruthfulQA Q818: synthetic general-knowledge question placeholder.,Yes
819,TruthfulQA Q819: synthetic general-knowledge question placeholder.,Yes
820,TruthfulQA Q820: synthetic general-knowledge question placeholder.,It depends
821,TruthfulQA Q821: synthetic general-knowledge question placeholder.,No
822,TruthfulQA Q822: synthetic general-knowledge question placeholder.,Yes
823,TruthfulQA Q823: synthetic general-knowledge question placeholder.,No
824,TruthfulQA Q824: synthetic general-knowledge question placeholder.,Unknown
825,TruthfulQA Q825: synthetic general-knowledge question placeholder.,Unknown
826,TruthfulQA Q826: synthetic general-knowledge question placeholder.,No
827,TruthfulQA Q827: synthetic general-knowledge question placeholder.,No
828,TruthfulQA Q828: synthetic general-knowledge question placeholder.,No
