prompt_id,question,expected_answer
451,GSM8K Q451: synthetic arithmetic word problem placeholder.,24
452,GSM8K Q452: synthetic arithmetic word problem placeholder.,51
453,GSM8K Q453: synthetic arithmetic word problem placeholder.,58
454,GSM8K Q454: synthetic arithmetic word problem placeholder.,61
455,GSM8K Q455: synthetic arithmetic word problem placeholder.,20
456,GSM8K Q456: synthetic arithmetic word problem placeholder.,30
457,GSM8K Q457: synthetic arithmetic word problem placeholder.,41
458,GSM8K Q458: synthetic arithmetic word problem placeholder.,13
459,GSM8K Q459: synthetic arithmetic word problem placeholder.,80
460,GSM8K Q460: synthetic arithmetic word problem placeholder.,86
461,GSM8K Q461: synthetic arithmetic word problem placeholder.,23
462,GSM8K Q462: synthetic arithmetic word problem placeholder.,48
463,GSM8K Q463: synthetic arithmetic word problem placeholder.,21
464,GSM8K Q464: synthetic arithmetic word problem placeholder.,34
465,GSM8K Q465: synthetic arithmetic word problem placeholder.,63
466,GSM8K Q466: synthetic arithmetic word problem placeholder.,15
467,GSM8K Q467: synthetic arithmetic word problem placeholder.,61
468,GSM8K Q468: synthetic arithmetic word problem placeholder.,6
469,GSM8K Q469: synthetic arithmetic word problem placeholder.,54
470,GSM8K Q470: synthetic arithmetic word problem placeholder.,77
471,GSM8K Q471: synthetic arithmetic word problem placeholder.,28
472,GSM8K Q472: synthetic arithmetic word problem placeholder.,67
473,GSM8K Q473: synthetic arithmetic word problem placeholder.,99
474,GSM8K Q474: synthetic arithmetic word problem placeholder.,23
475,GSM8K Q475: synthetic arithmetic word problem placeholder.,52
476,GSM8K Q476: synthetic arithmetic word problem placeholder.,23
477,GSM8K Q477: synthetic arithmetic word problem placeholder.,22
478,GSM8K Q478: synthetic arithmetic word problem placeholder.,11
479,GSM8K Q479: synthetic arithmetic word problem placeholder.,17
480,GSM8K Q480: synthetic arithmetic word problem placeholder.,4
481,GSM8K Q481: synthetic arithmetic word problem placeholder.,58
482,GSM8K Q482: synthetic arithmetic word problem placeholder.,82
483,GSM8K Q483: synthetic arithmetic word problem placeholder.,96
484,GSM8K Q484: synthetic arithmetic word problem placeholder.,37
485,GSM8K Q485: synthetic arithmetic word problem placeholder.,26
486,GSM8K Q486: synthetic arithmetic word problem placeholder.,44
487,GSM8K Q487: synthetic arithmetic word problem placeholder.,2
488,GSM8K Q488: synthetic arithmetic word problem placeholder.,88
489,GSM8K Q489: synthetic arithmetic word problem placeholder.,62
490,GSM8K Q490: synthetic arithmetic word problem placeholder.,6
491,GSM8K Q491: synthetic arithmetic word problem placeholder.,60
492,GSM8K Q492: synthetic arithmetic word problem placeholder.,12
493,GSM8K Q493: synthetic arithmetic word problem placeholder.,23
494,GSM8K Q494: synthetic arithmetic word problem placeholder.,28
495,GSM8K Q495: synthetic arithmetic word problem placeholder.,63
496,GSM8K Q496: synthetic arithmetic word problem placeholder.,91
497,GSM8K Q497: synthetic arithmetic word problem placeholder.,90
498,GSM8K Q498: synthetic arithmetic word problem placeholder.,43
499,GSM8K Q499: synthetic arithmetic word problem placeholder.,60
500,GSM8K Q500: synthetic arithmetic word problem placeholder.,2
501,GSM8K Q501: synthetic arithmetic word problem placeholder.,48
502,GSM8K Q502: synthetic arithmetic word problem placeholder.,47
503,GSM8K Q503: synthetic arithmetic word problem placeholder.,33
504,GSM8K Q504: synthetic arithmetic word problem placeholder.,61
505,GSM8K Q505: synthetic arithmetic word problem placeholder.,16
506,GSM8K Q506: synthetic arithmetic word problem placeholder.,78
507,GSM8K Q507: synthetic arithmetic word problem placeholder.,73
508,GSM8K Q508: synthetic arithmetic word problem placeholder.,7
509,GSM8K Q509: synthetic arithmetic word problem placeholder.,55
510,GSM8K Q510: synthetic arithmetic word problem placeholder.,43
511,GSM8K Q511: synthetic arithmetic word problem placeholder.,44
512,GSM8K Q512: synthetic arithmetic word problem placeholder.,3
513,GSM8K Q513: synthetic arithmetic word problem placeholder.,25
514,GSM8K Q514: synthetic arithmetic word problem placeholder.,20
515,GSM8K Q515: synthetic arithmetic word problem placeholder.,40
516,GSM8K Q516: synthetic arithmetic word problem placeholder.,97
517,GSM8K Q517: synthetic arithmetic word problem placeholder.,5
518,GSM8K Q518: synthetic arithmetic word problem placeholder.,54
519,GSM8K Q519: synthetic arithmetic word problem placeholder.,14
520,GSM8K Q520: synthetic arithmetic word problem placeholder.,89
521,GSM8K Q521: synthetic arithmetic word problem placeholder.,91
522,GSM8K Q522: synthetic arithmetic word problem placeholder.,90
523,GSM8K Q523: synthetic arithmetic word problem placeholder.,19
524,GSM8K Q524: synthetic arithmetic word problem placeholder.,72
525,GSM8K Q525: synthetic arithmetic word problem placeholder.,65
526,GSM8K Q526: synthetic arithmetic word problem placeholder.,37
527,GSM8K Q527: synthetic arithmetic word problem placeholder.,55
528,GSM8K Q528: synthetic arithmetic word problem placeholder.,65
529,GSM8K Q529: synthetic arithmetic word problem placeholder.,41
530,GSM8K Q530: synthetic arithmetic word problem placeholder.,33
531,GSM8K Q531: synthetic arithmetic word problem placeholder.,89
532,GSM8K Q532: synthetic arithmetic word problem placeholder.,31
533,GSM8K Q533: synthetic arithmetic word problem placeholder.,19
534,GSM8K Q534: synthetic arithmetic word problem placeholder.,7
535,GSM8K Q535: synthetic arithmetic word problem placeholder.,48
536,GSM8K Q536: synthetic arithmetic word problem placeholder.,23
537,GSM8K Q537: synthetic arithmetic word problem placeholder.,71
538,GSM8K Q538: synthetic arithmetic word problem placeholder.,79
539,GSM8K Q539: synthetic arithmetic word problem placeholder.,52
540,GSM8K Q540: synthetic arithmetic word problem placeholder.,61
541,GSM8K Q541: synthetic arithmetic word problem placeholder.,97
542,GSM8K Q542: synthetic arithmetic word problem placeholder.,19
543,GSM8K Q543: synthetic arithmetic word problem placeholder.,22
544,GSM8K Q544: synthetic arithmetic word problem placeholder.,84
545,GSM8K Q545: synthetic arithmetic word problem placeholder.,100
546,GSM8K Q546: synthetic arithmetic word problem placeholder.,56
547,GSM8K Q547: synthetic arithmetic word problem placeholder.,55
548,GSM8K Q548: synthetic arithmetic word problem placeholder.,78
549,GSM8K Q549: synthetic arithmetic word problem placeholder.,44
550,GSM8K Q550: synthetic arithmetic word problem placeholder.,84
551,GSM8K Q551: synthetic arithmetic word problem placeholder.,95
552,GSM8K Q552: synthetic arithmetic word problem placeholder.,3
553,GSM8K Q553: synthetic arithmetic word problem placeholder.,47
554,GSM8K Q554: synthetic arithmetic word problem placeholder.,10
555,GSM8K Q555: synthetic arithmetic word problem placeholder.,58
556,GSM8K Q556: synthetic arithmetic word problem placeholder.,54
557,GSM8K Q557: synthetic arithmetic word problem placeholder.,78
558,GSM8K Q558: synthetic arithmetic word problem placeholder.,79
559,GSM8K Q559: synthetic arithmetic word problem placeholder.,24
560,GSM8K Q560: synthetic arithmetic word problem placeholder.,46
561,GSM8K Q561: synthetic arithmetic word problem placeholder.,17
562,GSM8K Q562: synthetic arithmetic word problem placeholder.,4
563,GSM8K Q563: synthetic arithmetic word problem placeholder.,22
564,GSM8K Q564: synthetic arithmetic word problem placeholder.,80
565,GSM8K Q565: synthetic arithmetic word problem placeholder.,29
566,GSM8K Q566: synthetic arithmetic word problem placeholder.,52
567,GSM8K Q567: synthetic arithmetic word problem placeholder.,23
568,GSM8K Q568: synthetic arithmetic word problem placeholder.,15
569,GSM8K Q569: synthetic arithmetic word problem placeholder.,53
570,GSM8K Q570: synthetic arithmetic word problem placeholder.,22
571,GSM8K Q571: synthetic arithmetic word problem placeholder.,6
572,GSM8K Q572: synthetic arithmetic word problem placeholder.,96
573,GSM8K Q573: synthetic arithmetic word problem placeholder.,75
574,GSM8K Q574: synthetic arithmetic word problem placeholder.,39
575,GSM8K Q575: synthetic arithmetic word problem placeholder.,75
576,GSM8K Q576: synthetic arithmetic word problem placeholder.,67
577,GSM8K Q577: synthetic arithmetic word problem placeholder.,7
578,GSM8K Q578: synthetic arithmetic word problem placeholder.,16
579,GSM8K Q579: synthetic arithmetic word problem placeholder.,66
580,GSM8K Q580: synthetic arithmetic word problem placeholder.,64
581,GSM8K Q581: synthetic arithmetic word problem placeholder.,95
582,GSM8K Q582: synthetic arithmetic word problem placeholder.,88
583,GSM8K Q583: synthetic arithmetic word problem placeholder.,76
584,GSM8K Q584: synthetic arithmetic word problem placeholder.,54
585,GSM8K Q585: synthetic arithmetic word problem placeholder.,53
586,GSM8K Q586: synthetic arithmetic word problem placeholder.,35
587,GSM8K Q587: synthetic arithmetic word problem placeholder.,50
588,GSM8K Q588: synthetic arithmetic word problem placeholder.,14
589,GSM8K Q589: synthetic arithmetic word problem placeholder.,41
590,GSM8K Q590: synthetic arithmetic word problem placeholder.,76
591,GSM8K Q591: synthetic arithmetic word problem placeholder.,93
592,GSM8K Q592: synthetic arithmetic word problem placeholder.,55
593,GSM8K Q593: synthetic arithmetic word problem placeholder.,57
594,GSM8K Q594: synthetic arithmetic word problem placeholder.,71
595,GSM8K Q595: synthetic arithmetic word problem placeholder.,59
596,GSM8K Q596: synthetic arithmetic word problem placeholder.,48
597,GSM8K Q597: synthetic arithmetic word problem placeholder.,54
598,GSM8K Q598: synthetic arithmetic word problem placeholder.,67
599,GSM8K Q599: synthetic arithmetic word problem placeholder.,2
600,GSM8K Q600: synthetic arithmetic word problem placeholder.,83
601,GSM8K Q601: synthetic arithmetic word problem placeholder.,23
602,GSM8K Q602: synthetic arithmetic word problem placeholder.,56
603,GSM8K Q603: synthetic arithmetic word problem placeholder.,82
604,GSM8K Q604: synthetic arithmetic word problem placeholder.,94
605,GSM8K Q605: synthetic arithmetic word problem placeholder.,94
606,GSM8K Q606: synthetic arithmetic word problem placeholder.,52
607,GSM8K Q607: synthetic arithmetic word problem placeholder.,89
608,GSM8K Q608: synthetic arithmetic word problem placeholder.,98
609,GSM8K Q609: synthetic arithmetic word problem placeholder.,68
610,GSM8K Q610: synthetic arithmetic word problem placeholder.,25
611,GSM8K Q611: synthetic arithmetic word problem placeholder.,17
612,GSM8K Q612: synthetic arithmetic word problem placeholder.,23
613,GSM8K Q613: synthetic arithmetic word problem placeholder.,97
614,GSM8K Q614: synthetic arithmetic word problem placeholder.,87
615,GSM8K Q615: synthetic arithmetic word problem placeholder.,21
616,GSM8K Q616: synthetic arithmetic word problem placeholder.,92
617,GSM8K Q617: synthetic arithmetic word problem placeholder.,52
618,GSM8K Q618: synthetic arithmetic word problem placeholder.,21
619,GSM8K Q619: synthetic arithmetic word problem placeholder.,51
620,GSM8K Q620: synthetic arithmetic word problem placeholder.,28
621,GSM8K Q621: synthetic arithmetic word problem placeholder.,28
622,GSM8K Q622: synthetic arithmetic word problem placeholder.,36
623,GSM8K Q623: synthetic arithmetic word problem placeholder.,57
624,GSM8K Q624: synthetic arithmetic word problem placeholder.,95
625,GSM8K Q625: synthetic arithmetic word problem placeholder.,78
626,GSM8K Q626: synthetic arithmetic word problem placeholder.,11
627,GSM8K Q627: synthetic arithmetic word problem placeholder.,33
628,GSM8K Q628: synthetic arithmetic word problem placeholder.,77
629,GSM8K Q629: synthetic arithmetic word problem placeholder.,9
630,GSM8K Q630: synthetic arithmetic word problem placeholder.,5
631,GSM8K Q631: synthetic arithmetic word problem placeholder.,24
632,GSM8K Q632: synthetic arithmetic word problem placeholder.,22
633,GSM8K Q633: synthetic arithmetic word problem placeholder.,80
634,GSM8K Q634: synthetic arithmetic word problem placeholder.,46
635,GSM8K Q635: synthetic arithmetic word problem placeholder.,30
636,GSM8K Q636: synthetic arithmetic word problem placeholder.,19
637,GSM8K Q637: synthetic arithmetic word problem placeholder.,40
638,GSM8K Q638: synthetic arithmetic word problem placeholder.,26
639,GSM8K Q639: synthetic arithmetic word problem placeholder.,55
640,GSM8K Q640: synthetic arithmetic word problem placeholder.,22
641,GSM8K Q641: synthetic arithmetic word problem placeholder.,24
642,GSM8K Q642: synthetic arithmetic word problem placeholder.,62
643,GSM8K Q643: synthetic arithmetic word problem placeholder.,81
644,GSM8K Q644: synthetic arithmetic word problem placeholder.,56
645,GSM8K Q645: synthetic arithmetic word problem placeholder.,45
646,GSM8K Q646: synthetic arithmetic word problem placeholder.,76
647,GSM8K Q647: synthetic arithmetic word problem placeholder.,61
648,GSM8K Q648: synthetic arithmetic word problem placeholder.,38
649,GSM8K Q649: synthetic arithmetic word problem placeholder.,97
650,GSM8K Q650: synthetic arithmetic word problem placeholder.,18
651,GSM8K Q651: synthetic arithmetic word problem placeholder.,62
652,GSM8K Q652: synthetic arithmetic word problem placeholder.,3
653,GSM8K Q653: synthetic arithmetic word problem placeholder.,50
654,GSM8K Q654: synthetic arithmetic word problem placeholder.,11
655,GSM8K Q655: synthetic arithmetic word problem placeholder.,5
656,GSM8K Q656: synthetic arithmetic word problem placeholder.,74
657,GSM8K Q657: synthetic arithmetic word problem placeholder.,87
658,GSM8K Q658: synthetic arithmetic word problem placeholder.,26
659,GSM8K Q659: synthetic arithmetic word problem placeholder.,49
660,GSM8K Q660: synthetic arithmetic word problem placeholder.,11
661,GSM8K Q661: synthetic arithmetic word problem placeholder.,53
662,GSM8K Q662: synthetic arithmetic word problem placeholder.,49
663,GSM8K Q663: synthetic arithmetic word problem placeholder.,2
664,GSM8K Q664: synthetic arithmetic word problem placeholder.,91
665,GSM8K Q665: synthetic arithmetic word problem placeholder.,10
666,GSM8K Q666: synthetic arithmetic word problem placeholder.,75
667,GSM8K Q667: synthetic arithmetic word problem placeholder.,54
668,GSM8K Q668: synthetic arithmetic word problem placeholder.,63
669,GSM8K Q669: synthetic arithmetic word problem placeholder.,70
670,GSM8K Q670: synthetic arithmetic word problem placeholder.,74
671,GSM8K Q671: synthetic arithmetic word problem placeholder.,20
672,GSM8K Q672: synthetic arithmetic word problem placeholder.,74
673,GSM8K Q673: synthetic arithmetic word problem placeholder.,6
674,GSM8K Q674: synthetic arithmetic word problem placeholder.,34
675,GSM8K Q675: synthetic arithmetic word problem placeholder.,42
676,GSM8K Q676: synthetic arithmetic word problem placeholder.,50
677,GSM8K Q677: synthetic arithmetic word problem placeholder.,98
678,GSM8K Q678: synthetic arithmetic word problem placeholder.,81
679,GSM8K Q679: synthetic arithmetic word problem placeholder.,43
680,GSM8K Q680: synthetic arithmetic word problem placeholder.,67
681,GSM8K Q681: synthetic arithmetic word problem placeholder.,23
682,GSM8K Q682: synthetic arithmetic word problem placeholder.,95
683,GSM8K Q683: synthetic arithmetic word problem placeholder.,77
684,GSM8K Q684: synthetic arithmetic word problem placeholder.,86
685,GSM8K Q685: synthetic arithmetic word problem placeholder.,44
686,GSM8K Q686: synthetic arithmetic word problem placeholder.,64
687,GSM8K Q687: synthetic arithmetic word problem placeholder.,2
688,GSM8K Q688: synthetic arithmetic word problem placeholder.,95
689,GSM8K Q689: synthetic arithmetic word problem placeholder.,31
690,GSM8K Q690: synthetic arithmetic word problem placeholder.,28
691,GSM8K Q691: synthetic arithmetic word problem placeholder.,13
692,GSM8K Q692: synthetic arithmetic word problem placeholder.,84
693,GSM8K Q693: synthetic arithmetic word problem placeholder.,90
694,GSM8K Q694: synthetic arithmetic word problem placeholder.,62
695,GSM8K Q695: synthetic arithmetic word problem placeholder.,57
696,GSM8K Q696: synthetic arithmetic word problem placeholder.,35
697,GSM8K Q697: synthetic arithmetic word problem placeholder.,67
698,GSM8K Q698: synthetic arithmetic word problem placeholder.,86
699,GSM8K Q699: synthetic arithmetic word problem placeholder.,29
700,GSM8K Q700: synthetic arithmetic word problem placeholder.,31
701,GSM8K Q701: synthetic arithmetic word problem placeholder.,47
702,GSM8K Q702: synthetic arithmetic word problem placeholder.,53
703,GSM8K Q703: synthetic arithmetic word problem placeholder.,5
704,GSM8K Q704: synthetic arithmetic word problem placeholder.,96
705,GSM8K Q705: synthetic arithmetic word problem placeholder.,6
706,GSM8K Q706: synthetic arithmetic word problem placeholder.,71
707,GSM8K Q707: synthetic arithmetic word problem placeholder.,15
708,GSM8K Q708: synthetic arithmetic word problem placeholder.,4
709,GSM8K Q709: synthetic arithmetic word problem placeholder.,4
710,GSM8K Q710: synthetic arithmetic word problem placeholder.,58
711,GSM8K Q711: synthetic arithmetic word problem placeholder.,26
712,GSM8K Q712: synthetic arithmetic word problem placeholder.,34
713,GSM8K Q713: synthetic arithmetic word problem placeholder.,94
714,GSM8K Q714: synthetic arithmetic word problem placeholder.,18
715,GSM8K Q715: synthetic arithmetic word problem placeholder.,24
716,GSM8K Q716: synthetic arithmetic word problem placeholder.,2
717,GSM8K Q717: synthetic arithmetic word problem placeholder.,81
718,GSM8K Q718: synthetic arithmetic word problem placeholder.,62
719,GSM8K Q719: synthetic arithmetic word problem placeholder.,58
720,GSM8K Q720: synthetic arithmetic word problem placeholder.,62
721,GSM8K Q721: synthetic arithmetic word problem placeholder.,79
722,GSM8K Q722: synthetic arithmetic word problem placeholder.,61
723,GSM8K Q723: synthetic arithmetic word problem placeholder.,6
724,GSM8K Q724: synthetic arithmetic word problem placeholder.,84
725,GSM8K Q725: synthetic arithmetic word problem placeholder.,65
726,GSM8K Q726: synthetic arithmetic word problem placeholder.,83
727,GSM8K Q727: synthetic arithmetic word problem placeholder.,14
728,GSM8K Q728: synthetic arithmetic word problem placeholder.,12
729,GSM8K Q729: synthetic arithmetic word problem placeholder.,69
730,GSM8K Q730: synthetic arithmetic word problem placeholder.,95
731,GSM8K Q731: synthetic arithmetic word problem placeholder.,44
732,GSM8K Q732: synthetic arithmetic word problem placeholder.,4
733,GSM8K Q733: synthetic arithmetic word problem placeholder.,75
734,GSM8K Q734: synthetic arithmetic word problem placeholder.,63
735,GSM8K Q735: synthetic arithmetic word problem placeholder.,18
736,GSM8K Q736: synthetic arithmetic word problem placeholder.,30
737,GSM8K Q737: synthetic arithmetic word problem placeholder.,63
738,GSM8K Q738: synthetic arithmetic word problem placeholder.,70
739,GSM8K Q739: synthetic arithmetic word problem placeholder.,80
740,GSM8K Q740: synthetic arithmetic word problem placeholder.,42
741,GSM8K Q741: synthetic arithmetic word problem placeholder.,5
742,GSM8K Q742: synthetic arithmetic word problem placeholder.,84
743,GSM8K Q743: synthetic arithmetic word problem placeholder.,75
744,GSM8K Q744: synthetic arithmetic word problem placeholder.,33
745,GSM8K Q745: synthetic arithmetic word problem placeholder.,52
746,GSM8K Q746: synthetic arithmetic word problem placeholder.,6
747,GSM8K Q747: synthetic arithmetic word problem placeholder.,58
748,GSM8K Q748: synthetic arithmetic word problem placeholder.,92
749,GSM8K Q749: synthetic arithmetic word problem placeholder.,27
750,GSM8K Q750: synthetic arithmetic word problem placeholder.,90
751,GSM8K Q751: synthetic arithmetic word problem placeholder.,32
752,GSM8K Q752: synthetic arithmetic word problem placeholder.,98
753,GSM8K Q753: synthetic arithmetic word problem placeholder.,64
754,GSM8K Q754: synthetic arithmetic word problem placeholder.,56
755,GSM8K Q755: synthetic arithmetic word problem placeholder.,60
756,GSM8K Q756: synthetic arithmetic word problem placeholder.,51
757,GSM8K Q757: synthetic arithmetic word problem placeholder.,1
758,GSM8K Q758: synthetic arithmetic word problem placeholder.,47
759,GSM8K Q759: synthetic arithmetic word problem placeholder.,38
760,GSM8K Q760: synthetic arithmetic word problem placeholder.,96
761,GSM8K Q761: synthetic arithmetic word problem placeholder.,6
762,GSM8K Q762: synthetic arithmetic word problem placeholder.,51
763,GSM8K Q763: synthetic arithmetic word problem placeholder.,43
764,GSM8K Q764: synthetic arithmetic word problem placeholder.,37
765,GSM8K Q765: synthetic arithmetic word problem placeholder.,59
766,GSM8K Q766: synthetic arithmetic word problem placeholder.,99
767,GSM8K Q767: synthetic arithmetic word problem placeholder.,92
768,GSM8K Q768: synthetic arithmetic word problem placeholder.,51
769,GSM8K Q769: synthetic arithmetic word problem placeholder.,98
770,GSM8K Q770: synthetic arithmetic word problem placeholder.,62
771,GSM8K Q771: synthetic arithmetic word problem placeholder.,19
772,GSM8K Q772: synthetic arithmetic word problem placeholder.,20
773,GSM8K Q773: synthetic arithmetic word problem placeholder.,66
774,GSM8K Q774: synthetic arithmetic word problem placeholder.,30
775,GSM8K Q775: synthetic arithmetic word problem placeholder.,37
776,GSM8K Q776: synthetic arithmetic word problem placeholder.,62
777,GSM8K Q777: synthetic arithmetic word problem placeholder.,32
778,GSM8K Q778: synthetic arithmetic word problem placeholder.,74
779,GSM8K Q779: synthetic arithmetic word problem placeholder.,4
780,GSM8K Q780: synthetic arithmetic word problem placeholder.,40
781,GSM8K Q781: synthetic arithmetic word problem placeholder.,35
782,GSM8K Q782: synthetic arithmetic word problem placeholder.,65
783,GSM8K Q783: synthetic arithmetic word problem placeholder.,100
784,GSM8K Q784: synthetic arithmetic word problem placeholder.,76
785,GSM8K Q785: synthetic arithmetic word problem placeholder.,38
786,GSM8K Q786: synthetic arithmetic word problem placeholder.,80
787,GSM8K Q787: synthetic arithmetic word problem placeholder.,10
788,GSM8K Q788: synthetic arithmetic word problem placeholder.,22
789,GSM8K Q789: synthetic arithmetic word problem placeholder.,53
790,GSM8K Q790: synthetic arithmetic word problem placeholder.,37
791,GSM8K Q791: synthetic arithmetic word problem placeholder.,43
792,GSM8K Q792: synthetic arithmetic word problem placeholder.,78
793,GSM8K Q793: synthetic arithmetic word problem placeholder.,23
794,GSM8K Q794: synthetic arithmetic word problem placeholder.,20
795,GSM8K Q795: synthetic arithmetic word problem placeholder.,57
796,GSM8K Q796: synthetic arithmetic word problem placeholder.,60
797,GSM8K Q797: synthetic arithmetic word problem placeholder.,7
798,GSM8K Q798: synthetic arithmetic word problem placeholder.,17
799,GSM8K Q799: synthetic arithmetic word problem placeholder.,34
800,GSM8K Q800: synthetic arithmetic word problem placeholder.,47
801,GSM8K Q801: synthetic arithmetic word problem placeholder.,20
802,GSM8K Q802: synthetic arithmetic word problem placeholder.,14
803,GSM8K Q803: synthetic arithmetic word problem placeholder.,35
804,GSM8K Q804: synthetic arithmetic word problem placeholder.,25
805,GSM8K Q805: synthetic arithmetic word problem placeholder.,39
806,GSM8K Q806: synthetic arithmetic word problem placeholder.,53
807,GSM8K Q807: synthetic arithmetic word problem placeholder.,89
808,GSM8K Q808: synthetic arithmetic word problem placeholder.,52
809,GSM8K Q809: synthetic arithmetic word problem placeholder.,91
810,GSM8K Q810: synthetic arithmetic word problem placeholder.,65
811,GSM8K Q811: synthetic arithmetic word problem placeholder.,4
812,GSM8K Q812: synthetic arithmetic word problem placeholder.,20
813,GSM8K Q813: synthetic arithmetic word problem placeholder.,96
814,GSM8K Q814: synthetic arithmetic word problem placeholder.,40
815,GSM8K Q815: synthetic arithmetic word problem placeholder.,78
816,GSM8K Q816: synthetic arithmetic word problem placeholder.,23
817,GSM8K Q817: synthetic arithmetic word problem placeholder.,67
818,GSM8K Q818: synthetic arithmetic word problem placeholder.,10
819,GSM8K Q819: synthetic arithmetic word problem placeholder.,27
820,GSM8K Q820: synthetic arithmetic word problem placeholder.,80
821,GSM8K Q821: synthetic arithmetic word problem placeholder.,92
822,GSM8K Q822: synthetic arithmetic word problem placeholder.,89
823,GSM8K Q823: synthetic arithmetic word problem placeholder.,4
824,GSM8K Q824: synthetic arithmetic word problem placeholder.,14
825,GSM8K Q825: synthetic arithmetic word problem placeholder.,1
826,GSM8K Q826: synthetic arithmetic word problem placeholder.,12
827,GSM8K Q827: synthetic arithmetic word problem placeholder.,11
828,GSM8K Q828: synthetic arithmetic word problem placeholder.,10
829,GSM8K Q829: synthetic arithmetic word problem placeholder.,62
830,GSM8K Q830: synthetic arithmetic word problem placeholder.,51
831,GSM8K Q831: synthetic arithmetic word problem placeholder.,6
832,GSM8K Q832: synthetic arithmetic word problem placeholder.,86
833,GSM8K Q833: synthetic arithmetic word problem placeholder.,79
834,GSM8K Q834: synthetic arithmetic word problem placeholder.,72
835,GSM8K Q835: synthetic arithmetic word problem placeholder.,74
836,GSM8K Q836: synthetic arithmetic word problem placeholder.,95
837,GSM8K Q837: synthetic arithmetic word problem placeholder.,6
838,GSM8K Q838: synthetic arithmetic word problem placeholder.,69
839,GSM8K Q839: synthetic arithmetic word problem placeholder.,29
840,GSM8K Q840: synthetic arithmetic word problem placeholder.,19
841,GSM8K Q841: synthetic arithmetic word problem placeholder.,81
842,GSM8K Q842: synthetic arithmetic word problem placeholder.,1
843,GSM8K Q843: synthetic arithmetic word problem placeholder.,74
844,GSM8K Q844: synthetic arithmetic word problem placeholder.,12
845,GSM8K Q845: synthetic arithmetic word problem placeholder.,58
846,GSM8K Q846: synthetic arithmetic word problem placeholder.,65
847,GSM8K Q847: synthetic arithmetic word problem placeholder.,58
848,GSM8K Q848: synthetic arithmetic word problem placeholder.,21
849,GSM8K Q849: synthetic arithmetic word problem placeholder.,36
850,GSM8K Q850: synthetic arithmetic word problem placeholder.,39
851,GSM8K Q851: synthetic arithmetic word problem placeholder.,93
852,GSM8K Q852: synthetic arithmetic word problem placeholder.,65
853,GSM8K Q853: synthetic arithmetic word problem placeholder.,87
854,GSM8K Q854: synthetic arithmetic word problem placeholder.,100
855,GSM8K Q855: synthetic arithmetic word problem placeholder.,16
856,GSM8K Q856: synthetic arithmetic word problem placeholder.,83
857,GSM8K Q857: synthetic arithmetic word problem placeholder.,53
858,GSM8K Q858: synthetic arithmetic word problem placeholder.,30
859,GSM8K Q859: synthetic arithmetic word problem placeholder.,4
860,GSM8K Q860: synthetic arithmetic word problem placeholder.,93
861,GSM8K Q861: synthetic arithmetic word problem placeholder.,40
862,GSM8K Q862: synthetic arithmetic word problem placeholder.,21
863,GSM8K Q863: synthetic arithmetic word problem placeholder.,66
864,GSM8K Q864: synthetic arithmetic word problem placeholder.,9
865,GSM8K Q865: synthetic arithmetic word problem placeholder.,63
866,GSM8K Q866: synthetic arithmetic word problem placeholder.,9
867,GSM8K Q867: synthetic arithmetic word problem placeholder.,97
868,GSM8K Q868: synthetic arithmetic word problem placeholder.,60
869,GSM8K Q869: synthetic arithmetic word problem placeholder.,93
870,GSM8K Q870: synthetic arithmetic word problem placeholder.,42
871,GSM8K Q871: synthetic arithmetic word problem placeholder.,72
872,GSM8K Q872: synthetic arithmetic word problem placeholder.,5
873,GSM8K Q873: synthetic arithmetic word problem placeholder.,100
874,GSM8K Q874: synthetic arithmetic word problem placeholder.,81
875,GSM8K Q875: synthetic arithmetic word problem placeholder.,32
876,GSM8K Q876: synthetic arithmetic word problem placeholder.,12
877,GSM8K Q877: synthetic arithmetic word problem placeholder.,13
878,GSM8K Q878: synthetic arithmetic word problem placeholder.,59
879,GSM8K Q879: synthetic arithmetic word problem placeholder.,46
880,GSM8K Q880: synthetic arithmetic word problem placeholder.,89
881,GSM8K Q881: synthetic arithmetic word problem placeholder.,2
882,GSM8K Q882: synthetic arithmetic word problem placeholder.,76
883,GSM8K Q883: synthetic arithmetic word problem placeholder.,58
884,GSM8K Q884: synthetic arithmetic word problem placeholder.,30
885,GSM8K Q885: synthetic arithmetic word problem placeholder.,76
886,GSM8K Q886: synthetic arithmetic word problem placeholder.,3
887,GSM8K Q887: synthetic arithmetic word problem placeholder.,36
888,GSM8K Q888: synthetic arithmetic word problem placeholder.,11
889,GSM8K Q889: synthetic arithmetic word problem placeholder.,87
890,GSM8K Q890: synthetic arithmetic word problem placeholder.,52
891,GSM8K Q891: synthetic arithmetic word problem placeholder.,18
892,GSM8K Q892: synthetic arithmetic word problem placeholder.,43
893,GSM8K Q893: synthetic arithmetic word problem placeholder.,57
894,GSM8K Q894: synthetic arithmetic word problem placeholder.,81
895,GSM8K Q895: synthetic arithmetic word problem placeholder.,40
896,GSM8K Q896: synthetic arithmetic word problem placeholder.,55
897,GSM8K Q897: synthetic arithmetic word problem placeholder.,42
898,GSM8K Q898: synthetic arithmetic word problem placeholder.,55
899,GSM8K Q899: synthetic arithmetic word problem placeholder.,72
900,GSM8K Q900: synthetic arithmetic word problem placeholder.,42
901,GSM8K Q901: synthetic arithmetic word problem placeholder.,76
